,tm,ta,rn,ws,wd,hm
373,2021-04-01 13:00:00,17.6,0.0,5.9,90,39
374,2021-04-01 14:00:00,18.1,0.0,6.3,90,34
375,2021-04-01 15:00:00,18.2,0.0,4.7,90,34
376,2021-04-01 16:00:00,17.8,0.0,5.8,90,34
377,2021-04-01 17:00:00,17.3,0.0,5.2,90,34
378,2021-04-01 18:00:00,16.9,0.0,3.7,90,36
379,2021-04-01 19:00:00,16.4,0.0,4.9,90,39
380,2021-04-01 20:00:00,16.2,0.0,5.5,90,40
381,2021-04-01 21:00:00,16.1,0.0,4.8,90,38
382,2021-04-01 22:00:00,15.8,0.0,4.1,90,36
383,2021-04-01 23:00:00,15.5,0.0,3.8,90,34
384,2021-04-02 00:00:00,15.3,0.0,3.8,90,36
385,2021-04-02 01:00:00,15.1,0.0,4.8,90,40
386,2021-04-02 02:00:00,14.9,0.0,4.8,90,41
387,2021-04-02 03:00:00,14.5,0.0,4.6,90,45
388,2021-04-02 04:00:00,14.3,0.0,4.8,90,48
389,2021-04-02 05:00:00,14.2,0.0,4.5,90,50
390,2021-04-02 06:00:00,14.0,0.0,4.3,90,52
391,2021-04-02 07:00:00,14.2,0.0,3.9,90,53
392,2021-04-02 08:00:00,14.8,0.0,5.3,90,53
393,2021-04-02 09:00:00,15.3,0.0,3.5,90,55
394,2021-04-02 10:00:00,16.3,0.0,4.1,90,55
395,2021-04-02 11:00:00,17.5,0.0,4.5,90,55
396,2021-04-02 12:00:00,19.5,0.0,5.6,90,52
397,2021-04-02 13:00:00,19.5,0.0,5.4,90,51
398,2021-04-02 14:00:00,18.9,0.0,4.5,90,54
399,2021-04-02 15:00:00,19.2,0.0,4.5,90,55
400,2021-04-02 16:00:00,20.1,0.0,4.5,90,53
401,2021-04-02 17:00:00,19.6,0.0,3.5,90,56
402,2021-04-02 18:00:00,18.5,0.0,2.8,70,59
403,2021-04-02 19:00:00,18.0,0.0,2.6,90,61
404,2021-04-02 20:00:00,17.6,0.0,2.1,90,64
405,2021-04-02 21:00:00,17.5,0.0,2.8,90,65
406,2021-04-02 22:00:00,17.4,0.0,1.8,90,66
407,2021-04-02 23:00:00,16.9,0.0,3.0,90,68
408,2021-04-03 00:00:00,17.1,0.0,4.2,90,67
409,2021-04-03 01:00:00,16.7,0.0,3.5,90,69
410,2021-04-03 02:00:00,16.6,0.0,3.4,90,70
411,2021-04-03 03:00:00,16.3,0.0,2.1,70,73
412,2021-04-03 04:00:00,16.2,0.0,2.2,70,74
413,2021-04-03 05:00:00,15.2,0.0,1.7,70,85
414,2021-04-03 06:00:00,14.6,0.1,2.3,70,91
415,2021-04-03 07:00:00,14.8,0.0,2.9,70,92
416,2021-04-03 08:00:00,15.2,0.3,2.5,70,93
417,2021-04-03 09:00:00,15.4,0.3,2.9,90,93
418,2021-04-03 10:00:00,15.5,0.4,2.4,70,95
419,2021-04-03 11:00:00,15.8,0.0,2.7,90,93
420,2021-04-03 12:00:00,16.4,0.4,1.6,90,93
421,2021-04-03 13:00:00,15.8,0.6,2.2,90,95
422,2021-04-03 14:00:00,15.6,2.7,2.1,90,97
423,2021-04-03 15:00:00,15.8,3.4,1.6,90,98
424,2021-04-03 16:00:00,15.8,0.7,1.2,70,98
425,2021-04-03 17:00:00,16.0,0.9,0.6,70,98
426,2021-04-03 18:00:00,16.1,0.1,0.6,360,98
427,2021-04-03 19:00:00,16.1,0.0,0.9,140,98
428,2021-04-03 20:00:00,15.8,0.0,1.2,230,97
429,2021-04-03 21:00:00,14.6,0.0,2.1,180,98
430,2021-04-03 22:00:00,13.8,0.0,1.5,180,99
431,2021-04-03 23:00:00,13.7,0.0,1.6,250,99
432,2021-04-04 00:00:00,13.1,0.0,4.0,270,97
433,2021-04-04 01:00:00,12.6,0.0,2.6,250,97
434,2021-04-04 02:00:00,12.0,0.0,2.8,230,98
435,2021-04-04 03:00:00,11.2,0.0,2.9,270,95
436,2021-04-04 04:00:00,11.3,0.0,2.8,290,94
437,2021-04-04 05:00:00,10.9,0.0,2.8,270,96
438,2021-04-04 06:00:00,10.6,0.0,2.9,290,93
439,2021-04-04 07:00:00,10.3,0.0,3.0,270,94
440,2021-04-04 08:00:00,10.4,0.0,3.4,270,94
441,2021-04-04 09:00:00,10.6,0.0,2.1,250,93
442,2021-04-04 10:00:00,10.7,0.0,1.1,290,93
443,2021-04-04 11:00:00,10.7,0.0,3.7,290,93
444,2021-04-04 12:00:00,11.2,0.0,1.8,250,90
445,2021-04-04 13:00:00,11.5,0.0,2.2,320,89
446,2021-04-04 14:00:00,11.3,0.0,0.8,340,92
447,2021-04-04 15:00:00,11.2,0.1,1.0,250,94
